brochure_dokumen_url,id,iklan,lesen_records,lat,lng,lokasi,nama,pemaju_alamat_daftar,pemaju_alamat_perniagaan,pemaju_alamat_web,pemaju_bilanganProjek,pemaju_emel,pemaju_kod_pemaju,pemaju_latest_lesen_no_lesenpermit,pemaju_latest_lesen_tarikh_luput,pemaju_latest_lesen_tarikh_mula,pemaju_mempunyaiKesalahan,pemaju_nama,pemaju_statusPemaju,pemaju_telefon,pemaju_telefon2,pjb_jenis,pjb_pindaanTempohSerahKosong,pjb_serahKosongBaharuIkutPjbPertama,pjb_serahKosongIkutPjb,pjb_tarikhPjbPertama,pjb_tempohAsal,pjb_tempohPembinaanBaharu,pjb_tempohTambahanDiluluskan,projek_daerah,projek_kod_projek,projek_nama,projek_negeri,projek_permitMula,projek_permitNo,projek_permitTamat,status_keseluruhan,status_maklumatPembangunan,status_nota,status_rows,unitSummary_bilik,unitSummary_bilikAir,unitSummary_keluasan,unitSummary_unit
https://hims.kpkt.gov.my/files/30629/P45/P45-20251001-00017312/IKLAN_BROSUR_01.pdf,30629-2,"[{""src"": ""https://hims.kpkt.gov.my/files/30629/P45/P45-20251001-00017312/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30629-2/07-2027/0687(A)-(S)"", ""mula"": ""01 Aug 2024"", ""tamat"": ""31 Jul 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30629-2/07-2027/0687(N)-(S)"", ""mula"": ""01 Aug 2024"", ""tamat"": ""31 Jul 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.161342,101.710137,WP Kuala Lumpur,MENARA SENJA,"E-10-4, Megan Avenue 1,, 189, Jalan Tun Razak,, 50400, Wp Kuala Lumpur","Wisma Fiamma, No. 20 Jalan 7a/62a, Bandar Manjalara, 52200, Kuala Lumpur, Wp Kuala Lumpur",,2,marilyn.lee@chinhinproperty.com,30629,30629/11-2028/0304(A),23/11/2028,24/11/2023,,DAWN LAND SDN. BHD.,Aktif,0166800723,0163281208,Jadual H,Ya,8-Jun-29,8-Aug-27,8-Aug-24,36 Bulan,58 Bulan,22 Bulan,-,30629-2,Menara Senja,Wp Kuala Lumpur,1/8/2024,30629-2/07-2027/0687(A)-(S),31/7/2027,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""42"", ""bilik"": ""1, 2"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 492, ""hargaMin"": ""1,270,000.00"", ""hargaMax"": ""2,125,000.00"", ""peratus"": ""20.00"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2","1, 2",0 mps,492
https://hims.kpkt.gov.my/files/13666/P45/temp-P45-20251202-NxH4ufeIna/IKLAN_BROSUR_01.pdf,13666-2,"[{""src"": ""https://hims.kpkt.gov.my/files/13666/P45/temp-P45-20251202-NxH4ufeIna/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""13666-2/01-2028/0007(A)-(S)"", ""mula"": ""02 Jan 2025"", ""tamat"": ""01 Jan 2028"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""13666-2/01-2028/0007(N)-(S)"", ""mula"": ""02 Jan 2025"", ""tamat"": ""01 Jan 2028"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.160426,101.713915,"Kuala Lumpur, WP Kuala Lumpur",MENARA SUTERA INDAH (HANAZ SUITES @ KL CITY CENTRE),"No. D-09-02, Level 9, Exsim Tower, Millerz Square @ Old Klang Road, Megan Legasi, No. 357, Jalan Kelang Lama, 58000, Kuala Lumpur, Wp Kuala Lumpur","D-35-01, Level 35, Exsim Tower, Millerz Square @ Old Klang Road, Megan Legasi, No. 357, Jalan Kelang Lama, 58000, Kuala Lumpur, Wp Kuala Lumpur",,2,syazana.sahimi@exsim.my,13666,13666/09-2029/0328(A),10/9/2029,11/9/2024,,SUNRISE CHARM SDN. BHD.,Aktif,0379631999,,Jadual H,Ya,3-Feb-29,3-Feb-28,3-Feb-25,36 Bulan,48 Bulan,12 Bulan,Kuala Lumpur,13666-2,Menara Sutera Indah (hanaz Suites @ Kl City Centre),Wp Kuala Lumpur,2/1/2025,13666-2/01-2028/0007(A)-(S),1/1/2028,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""45"", ""bilik"": ""1, 2"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 98, ""hargaMin"": ""1,316,175.00"", ""hargaMax"": ""1,687,970.00"", ""peratus"": ""16.48"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2","1, 2",0 mps,98
https://hims.kpkt.gov.my/files/30370/30370-1/IKLAN_BROSUR_01.pdf,30370-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30370/30370-1/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30370-1/09-2026/1040(A)-(S)"", ""mula"": ""15 Sep 2023"", ""tamat"": ""14 Sep 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30370-1/09-2026/1040(N)-(S)"", ""mula"": ""15 Sep 2023"", ""tamat"": ""14 Sep 2026"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.164117,101.715319,"Kuala Lumpur, WP Kuala Lumpur",MENARA SUTERA RIA (HUGOZ SUITES @ KL CITY CENTRE),"No. 7-1, Jalan 109f, Plaza Danau 2, Taman Danau Desa, 58100, Kuala Lumpur, Wp Kuala Lumpur","D-35-01, Level 35, Exsim Tower, Millerz Square @ Old Klang Road, Megan Legasi, No. 357, Jalan Kelang Lama, 58000, Kuala Lumpur, Wp Kuala Lumpur",,1,ben.lee@exsim.my,30370,30370/02-2028/0047(A),13/2/2028,14/2/2023,,ARMADA ISTIMEWA SDN. BHD.,Aktif,0389939911,,Jadual H,Ya,15-Mar-28,15-Nov-26,15-Nov-23,36 Bulan,52 Bulan,16 Bulan,Kuala Lumpur,30370-1,Menara Sutera Ria (hugoz Suites @ Kl City Centre),Wp Kuala Lumpur,15/9/2023,30370-1/09-2026/1040(A)-(S),14/9/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""36"", ""bilik"": ""1"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 320, ""hargaMin"": ""915,515.00"", ""hargaMax"": ""1,345,960.00"", ""peratus"": ""43.13"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]",1,"1, 2",0 mps,320
https://hims.kpkt.gov.my/files/9149/P45/P45-20250707-00016549/IKLAN_BROSUR_01.pdf,9149-2,"[{""src"": ""https://hims.kpkt.gov.my/files/9149/P45/P45-20250707-00016549/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""9149-2/07-2025/0576(A)-(S)"", ""mula"": ""31 Jul 2024"", ""tamat"": ""30 Jul 2025"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2025/0576(R)-(S)"", ""mula"": ""31 Jul 2024"", ""tamat"": ""30 Jul 2025"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2024/1234(R)-(S)"", ""mula"": ""31 Jul 2022"", ""tamat"": ""30 Jul 2024"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2022/02384(P)"", ""mula"": ""31 Jul 2021"", ""tamat"": ""30 Jul 2022"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2021/02598(P)"", ""mula"": ""31 Jul 2020"", ""tamat"": ""30 Jul 2021"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2020/02508(P)"", ""mula"": ""31 Jul 2019"", ""tamat"": ""30 Jul 2020"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2019/02145(P)"", ""mula"": ""10 Jul 2018"", ""tamat"": ""09 Jul 2019"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/07-2018/01792(P)"", ""mula"": ""10 Jul 2017"", ""tamat"": ""09 Jul 2018"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""9149-2/04-2016/0288(P)"", ""mula"": ""04 Apr 2014"", ""tamat"": ""03 Apr 2016"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.156795,101.710176,"Kuala Lumpur, WP Kuala Lumpur",MENARA TA FIRST,"34th Floor, Menara Ta One, 22 Jalan P.ramlee, Kuala Lumpur, 50250, Kuala Lumpur, Wp Kuala Lumpur","14th Floor, Menara Ta One, 22 Jalan P. Ramlee, 50250, Kuala Lumpur, Wp Kuala Lumpur",,2,-,9149,9149/07-2027/0768(A),30/7/2027,31/7/2022,,TA FIRST CREDIT SDN. BHD.,Aktif,,,Jadual H,Ya,13-Jul-29,13-Jan-28,13-Jan-25,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,9149-2,Menara Ta First,Wp Kuala Lumpur,31/7/2025,9149-2/07-2026/0622(R)-(S),30/7/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""66"", ""bilik"": ""1, 2, 3"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 615, ""hargaMin"": ""1,976,400.00"", ""hargaMax"": ""6,220,800.00"", ""peratus"": ""20.00"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""58"", ""bilik"": 0, ""tandas"": 0, ""keluasan"": ""0"", ""unit"": 242, ""hargaMin"": ""2,131,200.00"", ""hargaMax"": ""8,020,800.00"", ""peratus"": ""20.00"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2, 3","1, 2",0 mps,857
,11255-6,[],"[{""no"": ""11255-6/03-2024/0597(R)-(S)"", ""mula"": ""20 Mar 2023"", ""tamat"": ""19 Mar 2024"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""11255-6/03-2023/0016(R)-(S)"", ""mula"": ""20 Mar 2022"", ""tamat"": ""19 Mar 2023"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""11255-6/03-2022/01223(P)"", ""mula"": ""20 Mar 2021"", ""tamat"": ""19 Mar 2022"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""11255-6/03-2021/0247(P)"", ""mula"": ""20 Mar 2019"", ""tamat"": ""19 Mar 2021"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.075562,101.660726,"Kuala Lumpur, WP Kuala Lumpur",MENARA VISTA PETALIING,"802, 8th Floor, Block C Kelana Square,, 17 Jalan Ss 7/26, 47301, Petaling , Selangor","C-30-01 & C-31-01, Menara Vista Petaling, No. 137, Jalan Puchong, 58200, Kuala Lumpur, Wp Kuala Lumpur",,7,sitirahayu@kpproperty.com.my,11255,11255/02-2028/0448(A),14/2/2028,15/2/2023,,KERJAYA PROPERTY  SDN. BHD.,Aktif,0386828238,0123488305,Jadual H,Ya,31-Dec-24,31-May-22,31-May-19,36 Bulan,67 Bulan,31 Bulan,Kuala Lumpur,11255-6,Menara Vista Petaliing,Wp Kuala Lumpur,20/3/2024,11255-6/03-2026/0331(R)-(S),19/3/2026,Siap Dengan CCC,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""53"", ""bilik"": 0, ""tandas"": 0, ""keluasan"": ""0 - 76"", ""unit"": 575, ""hargaMin"": ""537,000.00"", ""hargaMax"": ""1,576,240.00"", ""peratus"": ""100.00"", ""komponen"": ""Siap Dengan CCC"", ""ccc"": ""04/01/2024"", ""vp"": ""22/01/2024""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""53"", ""bilik"": 0, ""tandas"": 0, ""keluasan"": ""0 - 76"", ""unit"": 624, ""hargaMin"": ""548,000.00"", ""hargaMax"": ""1,593,320.00"", ""peratus"": ""100.00"", ""komponen"": ""Siap Dengan CCC"", ""ccc"": ""04/01/2024"", ""vp"": ""06/05/2024""}]",0,0,0ï¿½76 mps,1199
https://hims.kpkt.gov.my/files/19664/P45/P45-20250325-00015413/IKLAN_BROSUR_01.pdf,19664-1,"[{""src"": ""https://hims.kpkt.gov.my/files/19664/P45/P45-20250325-00015413/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""19664-1/04-2025/0427(R)-(S)"", ""mula"": ""24 Apr 2024"", ""tamat"": ""23 Apr 2025"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19664-1/04-2024/0939(A)-(S)"", ""mula"": ""24 Apr 2023"", ""tamat"": ""23 Apr 2024"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19664-1/04-2024/0939(R)-(S)"", ""mula"": ""24 Apr 2021"", ""tamat"": ""23 Apr 2024"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19664-1/04-2023/0103(R)-(S)"", ""mula"": ""24 Apr 2022"", ""tamat"": ""23 Apr 2023"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19664-1/04-2022/01888(P)"", ""mula"": ""24 Apr 2021"", ""tamat"": ""23 Apr 2022"", ""tempoh"": ""12 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""19664-1/04-2021/0377(P)"", ""mula"": ""24 Apr 2019"", ""tamat"": ""23 Apr 2021"", ""tempoh"": ""24 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.192239,101.68837,"Kuala Lumpur, WP Kuala Lumpur",MI NEST DEVELOPMENT SDN BHD,"No 24 &25, Ground Floor, Lorong Haruan 5/1, Oakland Commerce Square, 70300, Seremban, Negeri Sembilan","Jalan Pahang,, Setapak,, 53000, Kuala Lumpur, Wp Kuala Lumpur",,1,-,19664,19664/04-2028/0130(R),23/4/2028,24/4/2025,,MI NEST DEVELOPMENT SDN. BHD.,Aktif,,,Jadual H,Ya,1-Dec-24,31-May-22,31-May-19,36 Bulan,66 Bulan,30 Bulan,Kuala Lumpur,19664-1,Mi Nest Development Sdn Bhd,Wp Kuala Lumpur,24/4/2025,19664-1/04-2026/0266(R)-(S),23/4/2026,Siap Dengan CCC,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""45"", ""bilik"": ""3, 4, 8"", ""tandas"": ""2, 3, 6"", ""keluasan"": ""0 - 88"", ""unit"": 1368, ""hargaMin"": ""299,800.00"", ""hargaMax"": ""750,000.00"", ""peratus"": ""100.00"", ""komponen"": ""Siap Dengan CCC"", ""ccc"": ""22/10/2024"", ""vp"": ""01/11/2024""}]","3, 4, 8","2, 3, 6",0ï¿½88 mps,1368
https://hims.kpkt.gov.my/files/30276/P45/P45-20250520-00016040/IKLAN_BROSUR_01.pdf,30276-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30276/P45/P45-20250520-00016040/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30276-1/02-2027/0183(A)-(S)"", ""mula"": ""27 Feb 2024"", ""tamat"": ""26 Feb 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30276-1/02-2027/0183(N)-(S)"", ""mula"": ""27 Feb 2024"", ""tamat"": ""26 Feb 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.166345,101.638062,"Kuala Lumpur, WP Kuala Lumpur",MLIMA KIARA,"No 29-1, Jalan 2a/27a,, Section 1, Wangsa Maju,, 53300, Kuala Lumpur, Wp Kuala Lumpur","B8-g-2, Gaya Commercial Centre, Pusat Bandar Melawati, 53100, Kuala Lumpur, Wp Kuala Lumpur",,2,-,30276,30276/11-2027/0275(A),6/11/2027,7/11/2022,,INFRA PARK SDN. BHD.,Aktif,0341019878,60378906641,Jadual H,Ya,24-Aug-28,24-Aug-27,24-Aug-24,36 Bulan,48 Bulan,12 Bulan,Kuala Lumpur,30276-1,Mlima Kiara,Wp Kuala Lumpur,27/2/2024,30276-1/02-2027/0183(A)-(S),26/2/2027,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Rumah Pangsa/Kondo"", ""tingkat"": ""38"", ""bilik"": ""2, 3, 6"", ""tandas"": ""1, 2, 3, 4"", ""keluasan"": ""0"", ""unit"": 896, ""hargaMin"": ""330,000.00"", ""hargaMax"": ""330,000.00"", ""peratus"": ""7.66"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","2, 3, 6","1, 2, 3, 4",0 mps,896
https://hims.kpkt.gov.my/files/2463/P45/P45-20251002-00017317/IKLAN_BROSUR_01.pdf,2463-22,"[{""src"": ""https://hims.kpkt.gov.my/files/2463/P45/P45-20251002-00017317/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""2463-22/11-2025/0342(A)-(S)"", ""mula"": ""17 Nov 2022"", ""tamat"": ""16 Nov 2025"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tamat""}, {""no"": ""2463-22/11-2025/0342(N)-(S)"", ""mula"": ""17 Nov 2022"", ""tamat"": ""16 Nov 2025"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tamat""}]",3.182172,101.633109,"Kuala Lumpur, WP Kuala Lumpur",NOÃ–RA,"Suite 16-10 Level 16, Wisma Uoa Ii, No.21 Jalan Pinang, 50450, Kuala Lumpur, Wp Kuala Lumpur","Suite 16-10 Level 16, Wisma Uoa Ii, 50450, Kuala Lumpur, Wp Kuala Lumpur",,22,zing@ppcity.com.my,2463,2463/10-2027/1002(A),3/10/2027,4/10/2022,,PERDANA PARKCITY SDN. BHD.,Aktif,,,Jadual H,Ya,26-May-27,26-Nov-25,26-Nov-22,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,2463-22,NoÃ–ra,Wp Kuala Lumpur,17/11/2025,2463-22/11-2026/0840(R)-(S),16/11/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""43"", ""bilik"": ""1, 2, 3"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 578, ""hargaMin"": ""628,000.00"", ""hargaMax"": ""1,668,000.00"", ""peratus"": ""60.02"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""43"", ""bilik"": ""1, 2, 3"", ""tandas"": ""1, 2"", ""keluasan"": ""0"", ""unit"": 578, ""hargaMin"": ""564,000.00"", ""hargaMax"": ""1,632,000.00"", ""peratus"": ""59.93"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2, 3","1, 2",0 mps,1156
https://hims.kpkt.gov.my/files/30050/30050-1/IKLAN_BROSUR_01.pdf,30050-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30050/30050-1/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]",[],3.146425,101.714452,"Kuala Lumpur, WP Kuala Lumpur",ORION RESIDENCE,"56, Jalan Kempas Utama 2/2, Taman Kempas Utama, 81300, Johor Bahru, Johor","C#04-01 & C#04-02, Kota Lindungan Hijau, Jalan Mersawa 16, Taman Cahaya Kota Puteri, 81750, Johor Bahru, Johor",,1,documentcontroller@oriontower.com,30050,30050/04-2027/0049(A),11/4/2027,12/4/2022,,ORION TOWER SDN. BHD.,Aktif,072888301,0137934426,Jadual H,Tidak,-,9-May-26,9-May-23,36 Bulan,-,-,Kuala Lumpur,30050-1,Orion Residence,Wp Kuala Lumpur,13/4/2023,30050-1/04-2026/0440(N)-(S),12/4/2026,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""45"", ""bilik"": ""1, 2, 3, 4"", ""tandas"": ""1, 2, 3, 4"", ""keluasan"": ""0"", ""unit"": 298, ""hargaMin"": ""693,000.00"", ""hargaMax"": ""6,259,400.00"", ""peratus"": ""92.36"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","1, 2, 3, 4","1, 2, 3, 4",0 mps,298
https://hims.kpkt.gov.my/files/30667/P45/P45-20241212-00014194/IKLAN_BROSUR_01.pdf,30667-1,"[{""src"": ""https://hims.kpkt.gov.my/files/30667/P45/P45-20241212-00014194/IKLAN_BROSUR_01.pdf"", ""caption"": ""Iklan Projek""}]","[{""no"": ""30667-1/09-2027/0886(A)-(S)"", ""mula"": ""30 Sep 2024"", ""tamat"": ""29 Sep 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Aktif""}, {""no"": ""30667-1/09-2027/0886(N)-(S)"", ""mula"": ""30 Sep 2024"", ""tamat"": ""29 Sep 2027"", ""tempoh"": ""36 bulan"", ""is_latest"": false, ""status"": ""Tidak Aktif""}]",3.04936,101.67353,"Kuala Lumpur, WP Kuala Lumpur",PAVILION BUKIT JALIL,"19-0, Level 19 Pavilion Tower, 75, Jalan Raja Chulan, 50200, Kuala Lumpur, Wp Kuala Lumpur","Level 6, Pavilion Tower, 75, Jalan Raja Chulan, 50200, Kuala Lumpur, Wp Kuala Lumpur",,1,marketing@malton.com.my,30667,30667/01-2029/0009(A),7/1/2029,8/1/2024,,REGAL PATH SDN. BHD.,Aktif,60320882888,,Jadual H,Ya,15-Apr-29,15-Oct-27,15-Oct-24,36 Bulan,54 Bulan,18 Bulan,Kuala Lumpur,30667-1,Pavilion Bukit Jalil,Wp Kuala Lumpur,30/9/2024,30667-1/09-2027/0886(A)-(S),29/9/2027,Lancar,Berfasa,Status komponen adalah berdasarkan laporan 7(f) terkini di HIMS.,"[{""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""47"", ""bilik"": ""3, 4"", ""tandas"": ""2, 3"", ""keluasan"": ""0"", ""unit"": 210, ""hargaMin"": ""1,744,450.00"", ""hargaMax"": ""2,566,670.00"", ""peratus"": ""20.83"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}, {""jenis"": ""Pangsapuri Servis"", ""tingkat"": ""47"", ""bilik"": ""3, 4"", ""tandas"": ""2, 3"", ""keluasan"": ""0"", ""unit"": 243, ""hargaMin"": ""1,344,450.00"", ""hargaMax"": ""2,355,560.00"", ""peratus"": ""20.82"", ""komponen"": ""Lancar"", ""ccc"": ""-"", ""vp"": ""-""}]","3, 4","2, 3",0 mps,453
